movieId,title,genres,imdbId,tmdbId,avg_rating,rating_count,year,clean_title,genres_list,budget,tagline,adult,overview,revenue,runtime,tmdb_rating,tmdb_votes,popularity,release_date,original_language,original_title,poster_path,backdrop_path,countries,languages,production_companies,certification_us,cinematographer,composer,editor,keywords,plot,awards,rated,rating,imdb_rating,imdb_votes,metascore,genre_Action,genre_Adventure,genre_Comedy,genre_Crime,genre_Drama,genre_Horror,genre_Romance,genre_Sci-Fi,genre_Thriller,genre_War,lead_actor_1,lead_actor_2,lead_actor_3,lead_character_1,lead_character_2,lead_character_3,supporting_actor_1,supporting_actor_2,supporting_actor_3,supporting_actor_4,supporting_actor_5,supporting_character_1,supporting_character_2,supporting_character_3,supporting_character_4,supporting_character_5,main_director,main_producer,main_writer,genre_Animation,genre_Children,genre_Documentary,genre_Fantasy,genre_Film-Noir,genre_IMAX,genre_Musical,genre_Mystery,genre_Western
318,"Shawshank Redemption, The (1994)",Crime|Drama,tt00111161,278,4.429022082018927,317,1994,"Shawshank Redemption, The","['Crime', 'Drama']",25000000.0,El miedo te hace prisionero. Sólo la esperanza puede liberar.,False,"Acusado del asesinato de su mujer, Andrew Dufresne, tras ser condenado a cadena perpetua, es enviado a la prisión de Shawshank. Con el paso de los años conseguirá ganarse la confianza del director del centro y el respeto de sus compañeros presidiarios, especialmente de Red, el jefe de la mafia de los sobornos.",28341469.0,143.0,8.717,29961.0,56.6955,1994-09-23,en,The Shawshank Redemption,/uRRTV7p6l2ivtODWJVVAMRrwTn2.jpg,/zfbjgQE1uSd9wiPTX4VzsLi0rGG.jpg,United States of America,English,Castle Rock Entertainment,R,Roger Deakins,Thomas Newman,Richard Francis-Bruce,prison|friendship|police brutality|corruption|based on novel or book|freedom|hope|prison cell|delinquent|redemption|parole board|prison escape|wrongful imprisonment|interracial friendship|framed for murder|hopeless|1940s|voiceover|relaxed|admiring|appreciative|compassionate|exhilarated|hopeful,"Chronicles the experiences of a formerly successful banker as a prisoner in the gloomy jailhouse of Shawshank after being found guilty of a crime he did not commit. The film portrays the man's unique way of dealing with his new, torturous life; along the way he befriends a number of fellow prisoners, most notably a wise long-term inmate named Red.",Nominated for 7 Oscars. 21 wins & 42 nominations total,R,"[{'Source': 'Internet Movie Database', 'Value': '9.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",9.3,"3,164,324",82,0,0,0,1,1,0,0,0,0,0,Tim Robbins,Morgan Freeman,Bob Gunton,Andy Dufresne,Ellis Boyd 'Red' Redding,Warden Norton,William Sadler,Clancy Brown,Gil Bellows,James Whitmore,Mark Rolston,Heywood,Captain Byron T. Hadley,Tommy,Brooks Hatlen,Bogs Diamond,Frank Darabont,Niki Marvin,Frank Darabont,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,tt00043014,599,4.333333333333333,27,1950,Sunset Blvd. (a.k.a. Sunset Boulevard),"['Drama', 'Film-Noir', 'Romance']",1752000.0,Una historia de hollywood,False,"Joe Gillis es un joven escritor de segunda fila que, acosado por sus acreedores, se refugia casualmente en la mansión de Norma Desmond, antigua estrella del cine mudo, que vive fuera de la realidad, acompañada únicamente de su fiel criado Max. A partir de ese momento, la actriz pretende que Joe corrija un guión que ella ha escrito y que va a significar su regreso al cine.",5000000.0,110.0,8.3,2881.0,4.7866,1950-08-10,en,Sunset Boulevard,/sVILYytrnjsEXBcZyxHMJ5jP74t.jpg,/p47ihFj4A7EpBjmPHdTj4ipyq1S.jpg,United States of America,English,Paramount Pictures,NR,John F. Seitz,Franz Waxman,Arthur P. Schmidt,"new year's eve|jealousy|loss of sense of reality|screenwriter|butler|delusion|diva|film noir|hollywood|los angeles, california|black and white|madness|aging actor|has been|silent film star|hostile|ironic|grandiose  behavior|kept man|movie studio|frustrated|tragic|réveillon","In Hollywood of the 50's, the obscure screenplay writer Joe Gillis is not able to sell his work to the studios, is full of debts and is thinking in returning to his hometown to work in an office. While trying to escape from his creditors, he has a flat tire and parks his car in a decadent mansion in Sunset Boulevard. He meets the owner and former silent-movie star Norma Desmond, who lives alone with her butler and driver Max Von Mayerling. Norma is demented and believes she will return to the cinema industry, and is protected and isolated from the world by Max, who was her director and husband in the past and still loves her. Norma proposes Joe to move to the mansion and help her in writing a screenplay for her comeback to the cinema, and the small-time writer becomes her lover and gigolo. When Joe falls in love for the young aspirant writer Betty Schaefer, Norma becomes jealous and completely insane and her madness leads to a tragic end.",Won 3 Oscars. 21 wins & 20 nominations total,Approved,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",8.4,"248,927",94,0,0,0,0,1,0,1,0,0,0,William Holden,Gloria Swanson,Erich von Stroheim,Joe Gillis,Norma Desmond,Max von Mayerling,Nancy Olson,Fred Clark,Lloyd Gough,Jack Webb,Franklyn Farnum,Betty Schaefer,Sheldrake,Morino,Artie Green,Undertaker,Billy Wilder,Charles Brackett,Billy Wilder,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
898,"Philadelphia Story, The (1940)",Comedy|Drama|Romance,tt00032904,981,4.310344827586207,29,1940,"Philadelphia Story, The","['Comedy', 'Drama', 'Romance']",914000.0,Éxito de comedia de un año de duración de Broadway sobre la belleza de la alta sociedad que resbaló y se cayó: ¡ENAMORADA!,False,"Historias de Filadelfia es una comedia protagonizada por Cary Grant, Katherine Hepburn y James Stewart. Tracy Lord (Katherine Hepburn) es idolatrada por todo el mundo y debe mantener a su siniestro ex-marido, un periodista alcohólico, y su futuro marido contentos.",3300000.0,112.0,7.581,961.0,2.4662,1940-12-05,en,The Philadelphia Story,/lsVyk2qzL6snKpAtrvZU2DfGar3.jpg,/iItypZVpdnxTFgA0iv345AzMUqk.jpg,United States of America,English|Français,Metro-Goldwyn-Mayer,NR,Joseph Ruttenberg,Franz Waxman,Frank Sullivan,"journalist|philadelphia, pennsylvania|strong woman|photographer|journalism|swimming pool|remarriage|hangover|reporter|black and white|divorcee|screwball comedy|socialite|ex-husband ex-wife relationship|high society|fiancé fiancée relationship|divorced couple|family estate|inebriated|imminent wedding|kid sister|mischievous|tabloid journalism|comedy of remarriage|romantic","Philadelphia socialites Tracy Lord and C.K. Dexter Haven married impulsively, with their marriage and subsequent divorce being equally passionate. They broke up when Dexter's drinking became excessive, it a mechanism to cope with Tracy's unforgiving manner to the imperfect, imperfections which Dexter admits he readily has. Two years after their break-up, Tracy is about to remarry, the ceremony to take place at the Lord mansion. Tracy's bridegroom is nouveau riche businessman and aspiring politician George Kittredge, who is otherwise a rather ordinary man and who idolizes Tracy. The day before the wedding, three unexpected guests show up at the Lord mansion: Macaulay Connor (Mike to his friends), Elizabeth Imbrie - the two who are friends of Tracy's absent brother, Junius- and Dexter himself. Dexter, an employee of the tabloid Spy magazine, made a deal with its publisher and editor Sidney Kidd to get a story on Tracy's wedding - the wedding of the year - in return for Kidd not publishing a salacious story with accompanying photographs of Tracy's father, Seth Lord, with a New York showgirl named Tina Marra. In reality, Mike and Liz are the reporter and photographer respectively for Spy. Mike and Liz don't particularly like this assignment or working for Kidd, but they need to make a living as their chosen other fields as serious writer and painter don't pay the bills. A suspicious Tracy is onto them, the entire truth which Dexter admits to her. Tracy decides to turn the tables on Mike and Liz. However, hours before the wedding, as the more self-assured Dexter and Liz get to work on how to get the Lords out from under Spy's threats, Tracy and Mike, both inebriated, go on a journey of self-discovery with Tracy ultimately coming to her realizations a little faster than Mike.",Won 2 Oscars. 9 wins & 5 nominations total,Approved,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '96/100'}]",7.8,"78,160",96,0,0,1,0,1,0,1,0,0,0,Cary Grant,Katharine Hepburn,James Stewart,C.K. Dexter Haven,Tracy Lord,Macaulay 'Mike' Connor,Ruth Hussey,John Howard,Roland Young,John Halliday,Mary Nash,Elizabeth 'Liz' Imbrie,George Kittredge,Uncle Willie,Seth Lord,Margaret Lord,George Cukor,Joseph L. Mankiewicz,Donald Ogden Stewart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,Lawrence of Arabia (1962),Adventure|Drama|War,tt00056172,947,4.3,45,1962,Lawrence of Arabia,"['Adventure', 'Drama', 'War']",15000000.0,Obra maestra épica jamás vista !,False,"Biografía de T.E. Lawrence. El Cairo, 1917. Un conflictivo y enigmático oficial británico es enviado al desierto árabe durante la Gran Guerra en la campaña de ayuda a Arabia contra Turquía. En el desierto, se hace amigo de Sherif Ali Ben El Kharish y pone todo su empeño en la ayuda a los árabes. Éstos creen que Lawrence es otro amante del desierto que ayuda porque cree que Arabia es débil, mientras que sus superiores británicos creen que se ha vuelto loco. Cuando los planes de Lawrence consiguen llevarse a cabo con éxito, comienza a ganarse enemigos.",70000000.0,228.0,7.995,3367.0,5.7752,1962-12-11,en,Lawrence of Arabia,/UmgjvObk7ugIDLLcwJsqNF1TIC.jpg,/z30x999Uku15xcFbe5s3hLvQPDl.jpg,United Kingdom,English|العربية|Português|Türkçe,Horizon Pictures,PG,Freddie Young,Maurice Jarre,Anne V. Coates,cairo|world war i|arabian|horse|jerusalem|british army|british empire|damascus|camel|based on true story|historical fiction|quicksand|desert|arab|thoughtful|ottoman empire|provocative|super panavision 70,"Due to his knowledge of the native Bedouin tribes, British Lieutenant T.E. Lawrence is sent to Arabia to find Prince Faisal and serve as a liaison between the Arabs and the British in their fight against the Turks. With the aid of native Sherif Ali, Lawrence rebels against the orders of his superior officer and strikes out on a daring camel journey across the harsh desert to attack a well-guarded Turkish port.",Won 7 Oscars. 31 wins & 14 nominations total,PG,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '100/100'}]",8.3,"334,419",100,0,1,0,0,1,0,0,0,0,1,Peter O'Toole,Alec Guinness,Omar Sharif,T.E. Lawrence,Prince Feisal,Sherif Ali,Anthony Quinn,Jack Hawkins,José Ferrer,Anthony Quayle,Claude Rains,Auda abu Tayi,General Allenby,Turkish Bey,Colonel Harry Brighton,Mr. Dryden,David Lean,Sam Spiegel,Michael Wilson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,Hoop Dreams (1994),Documentary,tt00110057,14275,4.293103448275862,29,1994,Hoop Dreams,['Documentary'],700000.0,,False,"Retrata las vidas de dos chicos afroamericanos y sus esfuerzos para ser jugadores de baloncesto en la universidad, y así poder llegar a ser profesionales de la NBA.",7830611.0,170.0,7.575,327.0,1.0053,1994-09-12,en,Hoop Dreams,/gLzHl2XBtVwycl8DxdOXRHPm8G3.jpg,/pYeiEm55NySzK9ksKlQGlFQNapz.jpg,United States of America,English,Fine Line Features|Kartemquin Films,PG-13,Peter Gilbert,,William Haugse,"chicago, illinois|sports|narration|ghetto|college|basketball|high school sports|inner city|high school student","This documentary follows two young African-Americans through their high school years as they perfect their skills in basketball in the hopes of getting a college scholarship and eventually play in the NBA. Arthur Agee and William Gates both show great potential and are are actively recruited as they look to enter high school. They start off at the same high school but unable to pay an unexpected bill for tuition fees, Arthur has to withdraw and go to the local public high school. The film follows them through their four years of high school and their trials and tribulations: injuries, slumps and the never ending battle to maintain their grades. Through it all, their hoop dreams continue.",Nominated for 1 Oscar. 23 wins & 9 nominations total,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '98/100'}]",8.3,"28,938",98,0,0,0,0,0,0,0,0,0,0,William Gates,Arthur Agee,Gene Pingatore,Self,Self,Self,Steve James,Dick Vitale,Bobby Knight,Spike Lee,Isiah Thomas,Narrator (voice),Self,Self,Self,Self,Steve James,Peter Gilbert,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
858,"Godfather, The (1972)",Crime|Drama,tt00068646,238,4.2890625,192,1972,"Godfather, The","['Crime', 'Drama']",6000000.0,Una oferta que no podrás rechazar,False,"Don Vito Corleone, conocido dentro de los círculos del hampa como 'El Padrino', es el patriarca de una de las cinco familias que ejercen el mando de la Cosa Nostra en Nueva York en los años cuarenta. Don Corleone tiene cuatro hijos: una chica, Connie, y tres varones; Sonny, Michael y Fredo. Cuando el Padrino reclina intervenir en el negocio de estupefacientes, empieza una cruenta lucha de violentos episodios entre las distintas familias del crimen organizado.",245066411.0,175.0,8.687,22630.0,38.7959,1972-03-14,en,The Godfather,/ApiEfzSkrqS4m1L5a2GwWXzIiAs.jpg,/tSPT36ZKlP2WVHJLM4cQPLSzv3b.jpg,United States of America,English|Italiano|Latin,Paramount Pictures|Alfran Productions,R,Gordon Willis,Nino Rota,William Reynolds,based on novel or book|loss of loved one|love at first sight|italy|gangster|symbolism|patriarch|europe|organized crime|mafia|religion|lawyer|revenge motive|crime family|sicilian mafia|religious hypocrisy|gun violence|rise to power|dead horse|gang violence|aggressive|1940s|1950s|mafia war|tense|excited|tomate|العراب,"The Godfather ""Don"" Vito Corleone is the head of the Corleone mafia family in New York. He is at the event of his daughter's wedding. Michael, Vito's youngest son and a decorated WW II Marine is also present at the wedding. Michael seems to be uninterested in being a part of the family business. Vito is a powerful man, and is kind to all those who give him respect but is ruthless against those who do not. But when a powerful and treacherous rival wants to sell drugs and needs the Don's influence for the same, Vito refuses to do it. What follows is a clash between Vito's fading old values and the new ways which may cause Michael to do the thing he was most reluctant in doing and wage a mob war against all the other mafia families which could tear the Corleone family apart.",Won 3 Oscars. 31 wins & 31 nominations total,R,"[{'Source': 'Internet Movie Database', 'Value': '9.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '100/100'}]",9.2,"2,205,717",100,0,0,0,1,1,0,0,0,0,0,Marlon Brando,Al Pacino,James Caan,Don Vito Corleone,Michael Corleone,Sonny Corleone,Robert Duvall,Richard S. Castellano,Diane Keaton,Talia Shire,Gianni Russo,Tom Hagen,Clemenza,Kay Adams,Connie Corleone Rizzi,Carlo Rizzi,Francis Ford Coppola,Albert S. Ruddy,Mario Puzo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1235,Harold and Maude (1971),Comedy|Drama|Romance,tt00067185,343,4.288461538461538,26,1971,Harold and Maude,"['Comedy', 'Drama', 'Romance']",1200000.0,Estaban destinados a ser. Pero no está del todo claro qué estaban destinados a ser exactamente.,False,"Comedia negra que relata la historia de un joven de buena familia obsesionado con la muerte, hasta el punto de que su pasatiempo favorito es probar diferentes métodos de suicidio. Obtuvo excelentes críticas.",0.0,90.0,7.606,1187.0,1.9313,1971-12-20,en,Harold and Maude,/tEXdC1RB0xWU9t5TffvHs7SctnZ.jpg,/jKgfnnCATAg4fxMfS0LZThmqOZB.jpg,United States of America,English,Paramount Pictures,PG,John A. Alonzo,,William A. Sawyer,dying and death|depression|suicide|life and death|age difference|birthday|suicide attempt|dead wish|cemetery|life planning|banjo|cliff|arranged marriage|coming of age|wealth|older woman younger man relationship|elderly lady|age-gap relationship,"Young adult Harold Chasen, solitary and friendless by choice, is obsessed with death, this fascination manifesting itself in he staging his own fake suicides, driving a hearse and attending funerals, even of people he doesn't know, all to the chagrin of his exasperated wealthy mother with whom he lives. Mrs. Chasen is determined for Harold to be ""normal"", including her sending him into therapy to deal with his issues and finding him a girlfriend through a computer dating service. It is at a series of funerals that Harold meets Maude, on the cusp of her eightieth birthday, she who too attends funerals of strangers. Unlike Harold, Maude is obsessed with life - her own life to be more precise - she does whatever she wants to please herself, damned what others may think or how they may be affected. Since she can't take material possessions with her, she is more interested in experiences, with whatever material possessions she has - often ""borrowed"" without asking - only to further those experiences. Their friendship is initially based on how the other can further their own priority. But as Maude shows Harold how to truly live, Harold falls in love with her. Their relationship, already limited in time by the sheer math, is curtailed even more as Maude shows him only not how to live well, but die well.",Nominated for 1 BAFTA Award3 wins & 3 nominations total,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",7.8,"85,774",62,0,0,1,0,1,0,1,0,0,0,Ruth Gordon,Bud Cort,Vivian Pickles,Maude,Harold,Mrs. Chasen,Cyril Cusack,Charles Tyner,Ellen Geer,Eric Christmas,G. Wood,Glaucus,Uncle Victor,Sunshine Doré,Priest,Psychiatrist,Hal Ashby,Charles Mulvehill,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2959,Fight Club (1999),Action|Crime|Drama|Thriller,tt00137523,550,4.272935779816514,218,1999,Fight Club,"['Action', 'Crime', 'Drama', 'Thriller']",63000000.0,"Caos, travesuras y jabón",False,"Un hombre consumido por el insomnio y una vida sin sentido conoce a Tyler Durden, un carismático anarquista que lo arrastra a un club secreto donde el dolor despierta algo dormido. Lo que comienza como liberación pronto se convierte en una guerra contra el sistema…",100853753.0,139.0,8.438,31636.0,22.8487,1999-10-15,en,Fight Club,/sgTAWJFaB2kBvdQxRGabYFiQqEK.jpg,/xRyINp9KfMLVjRiO5nCsoRDdvvF.jpg,Germany|United States of America,English,Fox 2000 Pictures|Regency Enterprises|Linson Entertainment|20th Century Fox|Taurus Film,R,Jeff Cronenweth,John King,James Haygood,dual identity|rage and hate|based on novel or book|nihilism|fight|support group|dystopia|insomnia|alter ego|breaking the fourth wall|split personality|quitting a job|dissociative identity disorder|self destructiveness,,,,,,,,1,0,0,1,1,0,0,0,1,0,Edward Norton,Brad Pitt,Helena Bonham Carter,Narrator,Tyler Durden,Marla Singer,Meat Loaf,Jared Leto,Zach Grenier,Holt McCallany,Eion Bailey,Robert Paulson,Angel Face,Richard Chesler (Regional Manager),The Mechanic,Ricky,David Fincher,Ross Grayson Bell,Jim Uhls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1276,Cool Hand Luke (1967),Drama,tt00061512,903,4.271929824561403,57,1967,Cool Hand Luke,['Drama'],3200000.0,Lo que tenemos aquí es falta de comunicación.,False,"El impulsivo Luke Jackson ha sido condenado a dos años de trabajos forzados. Su delito fue romper en plena borrachera un poste de aparcamiento. La vida en el penal es durísima: tiene que convivir con presos condenados por delitos muy graves y, además, la violencia tanto de los presos como de los carceleros se ha convertido en un hábito imposible de erradicar. Luke, es un veterano de guerra que no está dispuesto a ceder, pero tendrá que pagar un alto precio por seguir siendo quien es.",16217773.0,126.0,7.738,1585.0,3.1051,1967-11-01,en,Cool Hand Luke,/pFMISXcKgTS27ZYgM5tIGIpzPJo.jpg,/9TDi0FPOSAePfVLZXAUgFZhiMLf.jpg,United States of America,English,Warner Bros.-Seven Arts|Jalem Productions,PG,Conrad Hall,Lalo Schifrin,Sam O'Steen,prison|dying and death|florida|based on novel or book|escape|loss of loved one|rebel|harassment|imprisonment|barbed wire|death|prison farm|egg|ovo|dramatic|cachorro|prisão|aposta,"Luke Jackson is a cool, gutsy prisoner in a Southern chain gang, who, while refusing to buckle under to authority, keeps escaping and being recaptured. The prisoners admire Luke because, as Dragline explains it, ""You're an original, that's what you are!"" Nevertheless, the camp staff actively works to crush Luke until he finally breaks.",Won 1 Oscar. 5 wins & 11 nominations total,Approved,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",8.0,"196,818",92,0,0,0,0,1,0,0,0,0,0,Paul Newman,George Kennedy,Luke Askew,Luke Jackson,Dragline,Boss Paul,Morgan Woodward,Harry Dean Stanton,Dennis Hopper,Lou Antonio,Robert Drivas,Boss Godfrey,Tramp,Babalugats,Koko,Loudmouth Steve,Stuart Rosenberg,Carter DeHaven Jr.,Donn Pearce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),Comedy|War,tt00057012,935,4.268041237113402,97,1964,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"['Comedy', 'War']",1800000.0,Línea directa a la comedia de suspense.,False,"Convencido de que los comunistas están contaminando los Estados Unidos, un general ordena, en un acceso de locura, un ataque aéreo nuclear sorpresa contra la Unión Soviética. Su ayudante, el capitán Mandrake, trata de encontrar la fórmula para impedir el bombardeo. Por su parte, el presidente de los EE.UU. se pone en contacto con Moscú para convencer al gobierno soviético de que el ataque no es más que un estúpido error. Mientras tanto, el asesor estadounidense, un antiguo científico nazi, el doctor Strangelove, confirma la existencia de la «Máquina del Juicio Final», un dispositivo de represalia soviético capaz de acabar con la humanidad para siempre.",9500000.0,95.0,8.124,6073.0,5.0929,1964-01-29,en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,/snsOoRb1d4WD6q62PRfBuGLJ8xr.jpg,/7i0L2ee4Iy0aXV6vR5u1ZmblOrx.jpg,United Kingdom|United States of America,English,Hawk Films|Columbia Pictures,PG,Gilbert Taylor,Laurie Johnson,Anthony Harvey,usa president|general|cold war|strategic air command|dark comedy|nuclear missile|satire|black and white|cynical|war room|bomber pilot|nuclear weapons|ex-nazi|anti war|doomsday device|absurdism|satirical|hilarious|audacious|farcical|sardonic|everyone dies,"Paranoid Brigadier General Jack D. Ripper of Burpelson Air Force Base, believing that fluoridation of the American water supply is a Soviet plot to poison the U.S. populace, is able to deploy through a back door mechanism a nuclear attack on the Soviet Union without the knowledge of his superiors, including the Chair of the Joint Chiefs of Staff, General Buck Turgidson, and President Merkin Muffley. Only Ripper knows the code to recall the B-52 bombers and he has shut down communication in and out of Burpelson as a measure to protect this attack. Ripper's executive officer, RAF Group Captain Lionel Mandrake (on exchange from Britain), who is being held at Burpelson by Ripper, believes he knows the recall codes if he can only get a message to the outside world. Meanwhile at the Pentagon War Room, key persons including Muffley, Turgidson and nuclear scientist and adviser, a former Nazi named Dr. Strangelove, are discussing measures to stop the attack or mitigate its blow-up into an all out nuclear war with the Soviets. Against Turgidson's wishes, Muffley brings Soviet Ambassador Alexi de Sadesky into the War Room, and get his boss, Soviet Premier Dimitri Kisov, on the hot line to inform him of what's going on. The Americans in the War Room are dismayed to learn that the Soviets have an as yet unannounced Doomsday Device to detonate if any of their key targets are hit. As Ripper, Mandrake and those in the War Room try and work the situation to their end goal, Major T.J. ""King"" Kong, one of the B-52 bomber pilots, is working on his own agenda of deploying his bomb where ever he can on enemy soil if he can't make it to his intended target.",Nominated for 4 Oscars. 14 wins & 11 nominations total,PG,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '97/100'}]",8.3,"549,187",97,0,0,1,0,0,0,0,0,0,1,Peter Sellers,George C. Scott,Sterling Hayden,Group Capt. Lionel Mandrake / President Merkin Muffley / Dr. Strangelove,General 'Buck' Turgidson,Brigadier General Jack D. Ripper,Keenan Wynn,Slim Pickens,Peter Bull,James Earl Jones,Tracy Reed,Colonel Bat Guano,"Major ""King"" Kong",Botschafter De Sadesky,Lt. Lothar Zogg,Miss Scott,Stanley Kubrick,Victor Lyndon,Terry Southern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
